th1,th2,th3,th1dot,th2dot,th3dot
0.05074805811122163,-1.371909779944681,3.1127378926793066,-0.008323590103971908,0.006851730622757492,0.01281415587860064
-2.275326503369778,-2.8000342607621374,-2.4236499990068614,-0.007276803430633014,0.008868978613323666,-0.012375157618301293
2.6906088280145095,-2.864802730658785,-1.2711860387523684,-0.0018383736388377613,-0.011428428828753147,0.011283048614545335
-0.17319161140478379,-0.6598878552686691,-1.0560053802066176,0.01106719856033167,0.009672626661154489,-0.003926078631512033
-2.955116167143887,-2.039186227342383,0.5437873976890306,-0.01263805261612167,0.011974576359713423,-0.005590823739694181
0.14151675172082845,-1.7440627198146816,-3.0970052644332022,0.014860612492066012,-0.010079670758711471,0.0005451613025987019
2.5149277459337807,2.240974777265065,1.2442898740614785,-0.010908760755291066,0.009366752653978,-0.007684578423104988
-1.0429557922201371,-2.737023238963905,0.5817075524888891,-0.016207791033875128,0.014143998526320586,0.008386023307615644
0.8787454843815352,-1.460861306163008,1.1492050385667474,-0.01045777569465477,0.012906414370667061,-0.015600279312925305
-2.7527730544445475,-1.620233482505476,1.0944789705016964,0.006770654144472733,-0.006608744586290733,0.012554150832105423
2.3744504308206142,-3.1352507454335634,-3.023862642876747,0.0027924024162177263,-0.015051758760586417,0.01007740900081092
